Ensembl.ID	Gene.Symbol	GNF.GeneAtlas.Specificity
ENSMUSG00000074178	Gm10638	TRE
ENSMUSG00000074221	Zfp568	TRE
ENSMUSG00000074269	2410076I21Rik	TRE
ENSMUSG00000074300	BC030870	TRE
ENSMUSG00000074336	Apoc4	TRE
ENSMUSG00000074340	Ovgp1	TRE
ENSMUSG00000074344	Adora3	TRE
ENSMUSG00000074357	AA386476	TRE
ENSMUSG00000074384	AI429214	TRE
ENSMUSG00000074417	Gm14548	TRE
ENSMUSG00000074476	Spc24	TRE
ENSMUSG00000074480	Mex3a	TRE
ENSMUSG00000074491	Clec4g	TRE
ENSMUSG00000074500	Zfp558	TRE
ENSMUSG00000074505	Fat3	TRE
ENSMUSG00000074527	Gm14296	TRE
ENSMUSG00000074570	Cass4	TRE
ENSMUSG00000074575	Kcng1	TRE
ENSMUSG00000074576	Mocs3	TRE
ENSMUSG00000074635	3110070M22Rik	TRE
ENSMUSG00000074639	BC089597	TRE
ENSMUSG00000074652	Myh7b	TRE
ENSMUSG00000074657	Kif5a	TRE
ENSMUSG00000074673	Ttll9	TRE
ENSMUSG00000074676	Foxs1	TRE
ENSMUSG00000074677	Sirpb1c	TRE
ENSMUSG00000074695	Il22	TRE
ENSMUSG00000074736	Tmem90b	TRE
ENSMUSG00000074764	Sel1l2	TRE
ENSMUSG00000074766	Ism1	TRE
ENSMUSG00000074768	Bhmt	TRE
ENSMUSG00000074771	Ankrd5	TRE
ENSMUSG00000074793	Hspa12b	TRE
ENSMUSG00000074796	Slc4a11	TRE
ENSMUSG00000074817	Papolb	TRE
ENSMUSG00000074825	Itpripl1	TRE
ENSMUSG00000074892	B3galt5	TRE
ENSMUSG00000074923	Pak6	TRE
ENSMUSG00000074934	Grem1	TRE
ENSMUSG00000074968	Ano3	TRE
ENSMUSG00000075012	Fjx1	TRE
ENSMUSG00000075040	Zfp408	TRE
ENSMUSG00000075122	Cd80	TRE
ENSMUSG00000075217	4833423E24Rik	TRE
ENSMUSG00000075225	Ccdc162	TRE
ENSMUSG00000075227	Znhit2-ps	TRE
ENSMUSG00000075269	Bex6	TRE
ENSMUSG00000075271	Ttc30a1	TRE
ENSMUSG00000075289	Carns1	TRE
ENSMUSG00000075302	4933404M02Rik	TRE
ENSMUSG00000075304	Sp5	TRE
ENSMUSG00000075307	Kbtbd10	TRE
ENSMUSG00000075316	Scn9a	TRE
ENSMUSG00000075318	Scn2a1	TRE
ENSMUSG00000075324	Fign	TRE
ENSMUSG00000075330	A930003A15Rik	TRE
ENSMUSG00000075334	Rprm	TRE
ENSMUSG00000075410	Gm11744	TRE
ENSMUSG00000075502	Gm5465	TRE
ENSMUSG00000075511	1700001L05Rik	TRE
ENSMUSG00000075569	Rsph10b2	TRE
ENSMUSG00000075588	Hoxb2	TRE
ENSMUSG00000075593	Gal3st4	TRE
ENSMUSG00000075600	Zc3h3	TRE
ENSMUSG00000076433	BC100451	TRE
ENSMUSG00000076436	Oxct2a	TRE
ENSMUSG00000076441	Ass1	TRE
ENSMUSG00000076937	Iglc2	TRE
ENSMUSG00000078144	Capns2	TRE
ENSMUSG00000078161	BC007180	TRE
ENSMUSG00000078349	AW011738	TRE
ENSMUSG00000078451	Ppil6	TRE
ENSMUSG00000078485	Plekhn1	TRE
ENSMUSG00000078486	2310042D19Rik	TRE
ENSMUSG00000078521	2610002D18Rik	TRE
ENSMUSG00000078554	1700125D06Rik	TRE
ENSMUSG00000078588	Ccdc24	TRE
ENSMUSG00000078591	Hs3st4	TRE
ENSMUSG00000078627	March10	TRE
ENSMUSG00000078650	G6pc	TRE
ENSMUSG00000078653	Cntd1	TRE
ENSMUSG00000078716	Tmem8b	TRE
ENSMUSG00000078763	Slfn1	TRE
ENSMUSG00000078768	Zfp566	TRE
ENSMUSG00000078794	Dact3	TRE
ENSMUSG00000078795	Ceacam15	TRE
ENSMUSG00000078796	Zfp541	TRE
ENSMUSG00000078815	Cacng6	TRE
ENSMUSG00000078816	Prkcc	TRE
ENSMUSG00000078817	Nlrp12	TRE
ENSMUSG00000078937	Cpt1b	TRE
ENSMUSG00000078942	Naip6	TRE
ENSMUSG00000078954	Arhgap8	TRE
ENSMUSG00000078994	Zfp429	TRE
ENSMUSG00000079019	Insl3	TRE
ENSMUSG00000079022	Col22a1	TRE
ENSMUSG00000079055	Slc8a3	TRE
ENSMUSG00000079056	Kcnip3	TRE
ENSMUSG00000079057	Cyp4v3	TRE
ENSMUSG00000079058	Adam34	TRE
ENSMUSG00000079071	Gm14085	TRE
ENSMUSG00000079110	Capn3	TRE
ENSMUSG00000079144	A130010J15Rik	TRE
ENSMUSG00000079165	Sap25	TRE
ENSMUSG00000079173	Zan	TRE
ENSMUSG00000079186	Gzmc	TRE
ENSMUSG00000079227	Ccr5	TRE
ENSMUSG00000079235	Ccdc13	TRE
ENSMUSG00000079259	Trim71	TRE
ENSMUSG00000079260	Glb1	TRE
ENSMUSG00000079262	Slco1a6	TRE
ENSMUSG00000079277	Hoxd3	TRE
ENSMUSG00000079298	Klrb1b	TRE
ENSMUSG00000079324	4932414N04Rik	TRE
ENSMUSG00000079330	Lemd1	TRE
ENSMUSG00000079339	Gm14446	TRE
ENSMUSG00000079355	Ccrl1	TRE
ENSMUSG00000079387	Luzp4	TRE
ENSMUSG00000079415	Cntf	TRE
ENSMUSG00000079419	Ms4a6c	TRE
ENSMUSG00000079429	Heatr7b1	TRE
ENSMUSG00000079434	Neu2	TRE
ENSMUSG00000079436	Kcnj13	TRE
ENSMUSG00000079445	B3gnt7	TRE
ENSMUSG00000079450	3110007F17Rik	TRE
ENSMUSG00000079465	Col4a3	TRE
ENSMUSG00000079470	Utp14b	TRE
ENSMUSG00000079547	H2-DMb1	TRE
ENSMUSG00000079550	Mpp4	TRE
ENSMUSG00000079553	Kifc1	TRE
ENSMUSG00000079563	Pglyrp2	TRE
ENSMUSG00000079580	Tmem217	TRE
ENSMUSG00000079598	Clec2l	TRE
ENSMUSG00000079608	Stard6	TRE
ENSMUSG00000079657	Rab26	TRE
ENSMUSG00000079710	Gm3417	TRE
ENSMUSG00000079852	Klra4	TRE
ENSMUSG00000080316	Ncrna00085	TRE
ENSMUSG00000081044	AU015836	TRE
ENSMUSG00000081984	Dnajb3	TRE
ENSMUSG00000082361	Btc	TRE
ENSMUSG00000083012	2810453I06Rik	TRE
ENSMUSG00000083649	Rasl2-9-ps	TRE
ENSMUSG00000086040	Wipf3	TRE
ENSMUSG00000086277	4930558K02Rik	TRE
ENSMUSG00000086727	4931428L18Rik	TRE
ENSMUSG00000087408	Lass1	TRE
ENSMUSG00000089678	Agxt2	TRE
ENSMUSG00000089762	Ier5l	TRE
ENSMUSG00000089857	Zfp882	TRE
ENSMUSG00000089929	Bcl2a1b	TRE
ENSMUSG00000089942	Pira2	TRE
ENSMUSG00000089984	Fbxo24	TRE
ENSMUSG00000090019	Gimap1	TRE
ENSMUSG00000090053	Palm2	TRE
ENSMUSG00000090061	3110047P20Rik	TRE
ENSMUSG00000090084	Srpx	TRE
ENSMUSG00000090100	Ttbk2	TRE
ENSMUSG00000090115	Usp49	TRE
ENSMUSG00000090141	Gm614	TRE
ENSMUSG00000090164	BC035044	TRE
ENSMUSG00000090173	Fbxw10	TRE
ENSMUSG00000090206	Tepp	TRE
ENSMUSG00000090215	Trim34b	TRE
ENSMUSG00000090236	Car15	TRE
ENSMUSG00000090273	Prr22	TRE
ENSMUSG00000090369	4933411K16Rik	TRE
ENSMUSG00000090461	Iltifb	TRE
ENSMUSG00000090622	A930033H14Rik	TRE
ENSMUSG00000090698	Apold1	TRE
ENSMUSG00000091002	Tcerg1l	TRE
ENSMUSG00000091017	Fam71a	TRE
ENSMUSG00000091154	1700024N20Rik	TRE
ENSMUSG00000091318	Gm5415	TRE
ENSMUSG00000091558	Gm17227	TRE
ENSMUSG00000091636	A330050F15Rik	TRE
ENSMUSG00000091694	Apol11b	TRE
ENSMUSG00000091705	H2-Q2	TRE
ENSMUSG00000091735	Gpr62	TRE
ENSMUSG00000091780	Sco2	TRE
ENSMUSG00000091956	C2cd4b	TRE
ENSMUSG00000092035	Peg10	TRE
ENSMUSG00000092060	Bend4	TRE
ENSMUSG00000092192	Dyx1c1	TRE
ENSMUSG00000092416	Zfp141	TRE
ENSMUSG00000092417	Gpank1	TRE
ENSMUSG00000093445	Lrch4	TRE
ENSMUSG00000093536	AC188461.4	TRE
ENSMUSG00000093668	Pou5f2	TRE
